PAZ MED; 56359284000161 ;"350621"
PAZ UNIVERSAL;-;-
PCM SA?DE ;?01232527000104 ;"412228"
PCM SAÚDE;"01232527000104 ";"412228"
PEDRA MACIÇA;"04.425.503/0001-60";"000000"
PEDREIRAS BOSCARDIM;"77.070.639/0001-78";"000000"
PENDÊNCIA;"000000000000000000";"0000"
PERDIG?O ;?86547619000136 ;"324485"
PERDIGÃO;"86547619000136 ";"324485"
PERFIL;"03.655.744/0001-32";"000000"
PERFIL SP;;"999999"
PERICIA;;"000000"
PERÍCIA MÉDICA;;"999999"
PERICIA SUL AMERICA;"01.685.053/0013-90";"00624-"
Periódico;"";"000000"
Periódico;"";"111111"
PERSONAL DOCTOR ASSISTENCIA ODONTOLOGICA LTDA.;"03820212000103 ";"415545"
PERSONAL DOCTOR ASSISTENCIA ODONTOLOGICA S/C LTDA.; 03820212000103;"415545"
Pesquisas;;"999999"
PESSOA FISICA;;"000912"
PETR?LEO IPIRANGA ;?33069766000181 ;"414549"
PETROBRAS;;"31"
Petrobrás;"";"999999"
PETROBRAS ;?33000167000101 ;"366871"
PETROBRAS ; 33000167000101 ;"366871"
PETROBRAS  AMS; 33000167000101 ;"366871"
PETROBRAS  PETROLEO; 33000167000101;"366871"
Petrobras - Admissional ;"";"111111"
Petrobras - AMS;"";"9999"
PETROBRAS - BR;"33.000.167/0809-70";"366871"
Petrobras Distribuidora;;"000025"
PETROBRAS DISTRIBUIDORA;"33000167000101 ";"366871"
PETROBRAS DISTRIBUIDORA (CENNTRUM);"33000167000101 ";"366871"
PETROBRAS DISTRIBUIDORA S.A.;"34.274.233/0008-70";"354571"
PETROBRAS DISTRIBUIDORA SA;;"000935"
Petrobras Petróleo;;"000026"
PETROBRAS REGAP;"";"666666"
PETROBRAS Via Hospital;"";"315478"
Petrocoque - Admissional ;"";"111111"
PETROFLEX; 29667227000177 ;"333760"
PETRÓLEO BRASILEIRO;"33.000.167/0001-01";"366871"
PETROLEO BRASILEIRO SA - PETROBRAS;;"000936"
PETRÓLEO IPIRANGA;"33069766000181 ";"414549"
PETROQU?MICA TRIUNFO ;?90751025000110 ;"352322"
PETROQUÍMICA TRIUNFO; 90751025000110 ;"352322"
PETROSAUDE S/C; 04500479000186 ;"414000"
PHS - Sistema de Saúde - PHS;;"000003"
PHS - Sistema de Saúde - SÃO BERNARDO;;"000002"
PIF PAF;;"25"
PILATES;;"000000"
Piramide;"11111111111111111";"111111"
PIRELLI;;"999999"
PLADISA;"11836615000179 ";"417653"
PLAM;"22027346000116 ";"382281"
PLAME;"33268475000112 ";"351679"
PLAME ASSISTENCIA MEDICA; 29692829000184;"408867"
PLAME ODONTO PLANOS DE ASSIST?NCIA A SA?DE S/C LTDA. ;?52503158000188 ;"401811"
PLAME ODONTO PLANOS DE ASSISTÊNCIA A SAÚDE S/C LTDA.; 52503158000188 ;"401811"
PLAME SAÚDE;"29692829000184 ";"408867"
PLAMEB;"16385684000127 ";"411892"
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;"15594468000129 ";"343463"
PLAMED S;"02552713000193 ";"339032"
PLAMEDH;"04299994000140 ";"413551"
PLAMER - PLANO MEDICO RESENDE;"68682715000105 ";"324299"
PLAMHAG;"";"777777"
PLAMHEG;"02881039000190 ";"373141"
PLAMHEG S/C LTDA; 02881039000190;"373141"
PLAMHUV;"14408631000159 ";"418501"
PLAMTEL;"";"338915"
PLAMTEL;"";"464646"
PLAMTEL;"";"999999"
PLAMTEL CONSULTA;"";"338915"
PLAN ASSIST MPF;"26.989.715/0050-90";"000000"
PLAN ASSISTE;"";"000000"
PLAN ASSISTE ;"";"666666"
PLAN ASSISTE;"26.989.715/0023-18";"999999"
PLAN ASSISTE;"26.989.715/0031-28";"999999"
Plan Assiste - PRGo;"";"000000"
Plan Assiste - PRT;"";"000000"
PLAN ASSISTE MPF;"0000000000000000";"000000"
PLAN ASSISTE MPM ;"000000000000000000";"000000"
PLAN ASSISTE MPT;"000000000000000000";"000000"
PLAN MED;"02129438000108 ";"386898"
PLAN-ASSISTE MINISTERIO PUBLICO FEDERAL;"26989715/0031-28";"000000"
PLANAMED ASSESSORIA E SERVICOS LTDA; 90935875000178 ;"400408"
PLANCOR LTDA;"65378606000100 ";"405141"
PLANDENT; 03079401000177 ;"409979"
PLANDENTAL;"02606066000155 ";"322393"
PLANET LIFE;"10395958000182 ";"418064"
PLANIDENT;"02635197000160 ";"403865"
PLANLIFE;"08088172000170 ";"416029"
PLANMED;"37035441000139 ";"358053"
Plano 01:  Alimentar personalizado ;"111111111111111111";"111111"
Plano 02: Nutrição + Treino;"111111111111111";"111111"
Plano 03: Coaching e Mentoring;"11111111111111111";"111111"
Plano 04: Nutrólogia;"11111111111111111";"111111"
Plano 05: Completo;"1111111111111111";"111111"
PLANO AMAZ?NIA SA?DE ;?04966545000108 ;"384054"
PLANO AMAZÔNIA SAÚDE;"04966545000108 ";"384054"
PLANO AMAZÔNIA SAÚDE;"16.926.969/0001-28";"419052"
PLANO AMIGO ;?32538373000107 ;"349755"
PLANO AMIGO ; 32538373000107 ;"349755"
PLANO AMIGO ASSISTÊNCIA MÉDICA;"32538373000107 ";"349755"
PLANO AMIGO DE SAUDE; 18979328000167 ;"352144"
PLANO DE ASSIST?NCIA ? SA?DE (PAS) ;?89407050000100 ;"306771"
PLANO DE ASSIST?NCIA A SAUDE DOS EMPREGADOS DA APS ;?37113180000128 ;"355071"
PLANO DE ASSISTÊNCIA À SAÚDE (PAS); 89407050000100 ;"306771"
PLANO DE ASSISTÊNCIA A SAUDE DOS EMPREGADOS DA APS;"37113180000128 ";"355071"
PLANO DE ASSISTENCIA A SAUDE NOSSA SENHORA DA PENHA; 04439104000158 ;"414069"
PLANO DE SA?DE - SMH ;?31160674000187 ;"351644"
PLANO DE SA?DE ANA COSTA LTDA. ;?02864364000145 ;"360244"
PLANO DE SA?DE ASCADE ;?00679365000194 ;"413500"
PLANO DE SA?DE DA SANTA CASA DE SANTOS ;?58198524000119 ;"316491"
PLANO DE SA?DE F?TIMA ;?73717639000166 ;"369373"
PLANO DE SA?DE IDEAL ;?76613835000189 ;"400360"
PLANO DE SA?DE MARIA M?E DO SALVADOR ;?15236607000142 ;"366846"
PLANO DE SA?DE S?O JANU?RIO ;?02742160000131 ;"301906"
PLANO DE SA?DE S?O JOS? ;?92736040000114 ;"409839"
PLANO DE SA?DE SANTISTA S/C LTDA ;?68014695000102 ;"403954"
PLANO DE SA?DE TACCHIMED ;?87547444000120 ;"342556"
PLANO DE SA?DE UNIVIDA ;?56927809000118 ;"363511"
PLANO DE SAÚDE - SMH;"31160674000187 ";"351644"
PLANO DE SAÚDE ANA COSTA LTDA.;"02864364000145 ";"360244"
PLANO DE SAÚDE ASCADE; 00679365000194 ;"413500"
PLANO DE SAÚDE DA SANTA CASA DE SANTOS;"58198524000119 ";"316491"
PLANO DE SAÚDE FÁTIMA;"73717639000166 ";"369373"
PLANO DE SAÚDE IDEAL;"76613835000189 ";"400360"
PLANO DE SAÚDE LUIZ FRANÇA;"06937544000160 ";"407755"
PLANO DE SAÚDE MARIA MÃE DO SALVADOR; 15236607000142 ;"366846"
PLANO DE SAÚDE SANTA CASA DE SANTOS;"13001218000102 ";"418021"
PLANO DE SAÚDE SANTISTA S/C LTDA; 68014695000102 ;"403954"
PLANO DE SAÚDE SÃO JANUÁRIO;"02742160000131 ";"301906"
PLANO DE SAÚDE SÃO JOSÉ;"92736040000114 ";"409839"
PLANO DE SAUDE SAO LUCAS LTDA; 02298080000139;"410136"
PLANO DE SAÚDE TACCHIMED;"87547444000120 ";"342556"
PLANO DE SAÚDE UNIVIDA;"56927809000118 ";"363511"
PLANO DE SAUDE VERA CRUZ;"45.999.141/0001-06";"360481"
PLANO DE SÚDE LIMA;"10289532000144 ";"416827"
PLANO EMPRESARIAL;"000000000000000000";"000000"
PLANO FAM?LIA & SA?DE ;?04418581000137 ;"413984"
PLANO FAMILIA;"23798846000114 ";"321095"
PLANO FAMÍLIA & SAÚDE;"04418581000137 ";"413984"
Plano Familiar em Vida;"0";-
PLANO FAMILIAR MP FUNERÁRIA;;"000000"
PLANO FAMILIAR MP FUNERÁRIA ;"";"000000"
PLANO FIDELIDADE;"09244372000138";"999999"
PLANO GARANTIA;;"356489"
PLANO GARANTIA DE SA?DE ;?02715234000140 ;"354392"
PLANO GARANTIA DE SAÚDE; 02715234000140 ;"354392"
PLANO HOSPITAL SAMARITANO LTDA;"03011072000122 ";"411256"
PLANO INTEGRADO DE ASSIST?NCIA ? SA?DE - PIAS ;?92219559000125 ;"340448"
PLANO INTEGRADO DE ASSISTÊNCIA À SAÚDE - PIAS; 92219559000125 ;"340448"
PLANO M?DICO-HOSPITALAR NOSSA SENHORA DAS GRA?AS-PLANSEG ;?24993560000152 ;"310891"
PLANO MÉDICO-HOSPITALAR NOSSA SENHORA DAS GRAÇAS-PLANSEG;"24993560000152 ";"310891"
PLANO ODONTOLOGICO NOVO SORRISO.; 04193842000168 ;"414115"
PLANO ODONTOLOGICO ODONTOPRESS; 04187453000120 ;"413054"
PLANO ODONTOLOGICO ORTOCLIN;"01867792000169 ";"304441"
PLANO PAIS;"86960929000188 ";"331309"
PLANO PAS;"83506030000100 ";"318299"
PLANO SALVAR;"22780498000195 ";"333514"
PLANO SAMARITANO DE SA?DE ;?66069584000160 ;"338044"
PLANO SAMARITANO DE SAÚDE; 66069584000160 ;"338044"
PLANO SANTA CASA SAUDE ;?72547623000190 ;"306045"
PLANO SANTA CASA SAUDE ; 72547623000190 ;"306045"
PLANO SANTA CASA SAUDE DE TUPÃ;"72547623000190 ";"306045"
PLANO SÃO CAMILO - PAS;"";"777777"
PLANO SAO JOSE AMIGO;;"999999"
Plano SC Saúde;"";"757444"
PLANO SEGURO ADMINISTRADORA DE BENEFICIOS LTDA;"12321095000124 ";"417688"
PLANODENT; 03526317000154 ;"414018"
PLANODENTE; 02704297000100 ;"414506"
PLANODENTE LTDA.;"02704297000100 ";"416517"
PLANODONT SERVIÇOS ODONTOLÓGICOS LTDA;"08375051000100 ";"418366"
PLANORTE; 03073972000102 ;"403946"
PLANOS DE SAÚDE PSMC;"00721322000120 ";"364941"
PLANSERP SA?DE ;?03346032000131 ;"408646"
PLANSERP SAÚDE; 03346032000131 ;"408646"
Planserv - Assistência à Saúde dos Servidores Públicos Estaduais;"";"323274"
PLANSERV DESCONTO;"21040097/0001-36";-
Planserv- Assistência à Saúde dos Servidores Públicos Estaduais;"";"000000"
Planserv- Assistência à Saúde dos Servidores Públicos Estaduais;"04.786.682/0001-60";"323274"
PLANSFER;;"26"
PLANSFER;"33909540000141 ";"312304"
Plansfer/SESEF;"33309540000141";"999999"
PLANSUL;"14349740000142 ";"372404"
PLANT SA?DE ;?00846662000187 ;"379280"
PLANT SAÚDE;"00846662000187 ";"379280"
PLANTÃO - HRO;"02.122.913/0001-06";"000000"
PLANTEL;;"999999"
Plantel/ Abet;"63.089.205/0001-05";"338915"
PLAS /JMU;"0000000000000000";"000000"
PLAS/JMU;"00.497.560/0001-01";"000000"
PLAS/JMU (STM);"";"777777"
PLAS/MPM;"26989715/0004 55";"000000"
PLASAC;"02716508000116 ";"306444"
Plasac Saúde;"02.716.508/0001-16";"306444"
PLASC;"33755174000113 ";"355879"
PLASC JUIZ DE FORA;"";"888888"
PLASMET;;"318359"
PLASMMET SAUDE; 52573789000173 ;"409260"
PLASSBEN - ABSPMC; 18288191000102 ;"369934"
PLASTICOS GABBI;;"000000"
PLASTIK;"77.994.440/0001-36";"000000"
PLASTWAL;;"999999"
PLENA;"05.211.302/0001-22";"000000"
PLENA SA?DE ;?00338763000147 ;"348830"
PLENA SAÚDE;"00338763/0001-47";"348830"
PLENA SAÚDE;"00338763000147 ";"348830"
PLENA SAÚDE;"23065111000181";-
PLENA SAUDE;á00338763000147 ;"348830"
PLENA SERVIÇOS MÉDICOS LTDA;"23.848.950/0001-76";-
plenna dental - NÃO ATENDEMOS;;"999999"
PLENNA DENTAL LTDA; 01694558000187 ;"300764"
PLENODONTO;"01460885000174 ";"403458"
PLIN CARD;"26864100000150";"111111"
PLISMO; 52835956000107 ;"342564"
PLISMODONTO; 02569328000159 ;"309516"
PLURAL ADMINISTRADORA DE BENEFICIOS;"97553801000116 ";"418552"
PLURAL ASSISTENCIA ODONTOLOGICA.;"74873928000117 ";"407437"
PLURAL GESTÃO EM PLANO DE SAÚDE;"";"000000"
PLURAL PLANOS ODONTOL?GICOS ;?74873928000117 ;"407437"
PLURAL PLANOS ODONTOLÓGICOS; 74873928000117;"407437"
PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;"11275925000161 ";"417751"
PLUS;"";"111111"
PM;;"8"
PM (Policia Militar);"";"0000"
PMMG;"16.695.025/0001-97";"000000"
PMMG – IPSM;"17.444.779/0001-37";"111111"
PNP;"00.670.057/0001-06";"000000"
POA CLÍNICAS;"91018481/0001-18";"346870"
Poder Judiciário;"";"000000"
PODER JUDICIARIO;"1111111111111";"111111"
PODOLOGIA CONVENIOS;;"000361"
POLE DANCE;;"000001"
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;"02896924000143 ";"351270"
POLI VITA;;"999999"
POLICIA MILITAR;;"999999"
Policia Militar;"17.444.779/0001-37";"000000"
POLICL?NICA GRAMACHO LTDA ;?00458066000120 ;"408581"
POLICL?NICA GRAMACHO LTDA;á00458066000120 ;"408581"
POLICL?NICA PAVUNA ;?39935952000132 ;"407631"
POLICL?NICA PAVUNA;á39935952000132 ;"407631"
POLICLIN;"";"999999"
POLICLIN ;?45184066000117 ;"339091"
POLICLIN ; 45184066000117 ;"339091"
POLICLIN (POLIBASICO E POLICARD);"";"339091"
POLICLIN (REDE FIT) - NÃO VAI ATENDER MAIS;;"339091"
POLICLIN S/A;"45184066000117 ";"339091"
POLICLIN S/A (ESPECIAL) - 5.000;"";"339091"
POLICLIN S/A (EXECUTIVO) - 5.000;"";"339091"
POLICLIN SA?DE ;?04202013000102 ;"415693"
POLICLIN SAÚDE ; 04202013000102 ;"415693"
POLICLIN SAÚDE ESPECIAL;;"339091"
POLICLIN SAÚDE EXECUTIVO;;"339091"
POLICLIN SAÚDE S/A.;"04202013000102 ";"415693"
POLICLINICA;"";"000000"
POLICLINICA AMBULATORIAL DE MIGUEL COUTO LTDA; 03200784000190 ;"407992"
POLICLINICA CAPAO RASO S/C LTDA; 78944691000179 ;"410098"
POLICLINICA CENTRAL; 92766641000170 ;"350559"
POLICLINICA CURITIBA;"00.249.085/0001-46";"000000"
POLICLINICA DE PIABETA; 01393253000135 ;"408875"
POLICLÍNICA GRAMACHO LTDA; 00458066000120;"408581"
PoliClinica Inest;"3041125000347";"000000"
POLICLÍNICA PAVUNA; 39935952000132 ;"407631"
POLICLINICA RIO GRANDE LTDA;"89429815000102 ";"404888"
POLICLINICA SAN TIAGO;"07.778.068/0001-45";"000000"
POLIM?DICA ASSIST?NCIA M?DICA E ODONTOL?GICA LTDA. ;?93507895000136 ;"316903"
POLIMED ;"00.975.647/0001-39";"000001"
POLIMEDICA ASSIST?NCIA MEDICA ;?16098535000187 ;"356522"
POLIMEDICA ASSISTÊNCIA MEDICA; 16098535000187 ;"356522"
POLIMÉDICA ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA.; 93507895000136;"316903"
POLIMÉDICA SAÚDE;"93507895000136 ";"316903"
POLIODONTO;"59003335000106 ";"402427"
POLIPLAN;"03917947000150 ";"414638"
POLISAUDE;;"415693"
POLLEN;"43504109000179";"999999"
POLLEN; 43504109000179 ;"327000"
POLYMED;"85137891000185 ";"332291"
PONTESCLIN; 84658186000160 ;"406741"
PONTUAL SAUDE ASSISTENCIA MEDICA LTDA;"04113414000188 ";"413411"
POP PLUS; 01659370000106 ;"408450"
POPCLÍNICA;"";"123456"
Porto;;"999999"
PORTO - REEMBOLSO;;"000000"
PORTO ALEGRE CLINICAS S/S LTDA.; 89890172000191;"346870"
PORTO ALEGRE CLINICAS SOCIEDADE SIMPLES LTDA. ;?89890172000191 ;"346870"
PORTO ALEGRE CLINICAS SOCIEDADE SIMPLES LTDA. ; 89890172000191 ;"346870"
Porto Clínicas;"06941309000106";"000002"
PORTO DIAS SAUDE;"06145428000109 ";"415081"
PORTO EFJ;"04540010000170 ";"000582"
PORTO EM;"04540010000170 ";"417491"
PORTO FUNDAÇÃO ITAU S/A;"";"312126"
PORTO MED - SEGURO SAÚDE S/A ;"";"000582"
PORTO REEMBOLSO;"";"000031"
PORTO SAÚDE EXTRA;;"000582"
PORTO SEGURO;;"54"
PORTO SEGURO;"";"000582"
PORTO SEGURO;"";"999999"
PORTO SEGURO - SEGURO SA?DE S/A;?04540010000170;"000582"
PORTO SEGURO - SEGURO SAÚDE - AO ;"73809352000166 ";"312126"
PORTO SEGURO - SEGURO SAÚDE S/A;"23065111000181";-
PORTO SEGURO - SEGURO SAuDE S/A;?04540010000170;"000582"
PORTO SEGURO - SEGURO SAÚDE S/A; 04540010000170;"000582"
PORTO SEGURO - SEGURO SAUDE SA;;"001110"
PORTO SEGURO - SEGURO SAUDE SA-A;;"000947"
Porto Seguro - Via hospital;"";"000000"
PORTO SEGURO -DR. CARLOS;?04540010000170;"000582"
PORTO SEGURO CRISTAL/BRONZE/BASICO/SUPERIOR E ESPECIAL.;"";"000582"
Porto Seguro Dermatologia;"04540010000170";"000582"
PORTO SEGURO DIAMANTE/MASTER.;"";"000582"
PORTO SEGURO OURO/SENIOR.;"";"000582"
PORTO SEGURO P.A;;"25"
Porto Seguro Saúde;;"000027"
Porto Seguro Saúde;"04.540.010/0001-70";"000582"
PORTO SEGURO SAÚDE;"04540010000170 ";"000582"
PORTO SEGURO SAÚDE CORPORATE;;"000582"
PORTO SEGURO SAÚDE CORPORATE;"04.540.010/0001-70";"000582"
PORTO SEGURO-TABELA AMB;"03.638.694/0001-85";"000007"
PORTOMED;;"330944"
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE S/A;"11565995000154 ";"417491"
Portomed Dermatologia;"11565995000154 ";"417491"
PORTOMED EXTRA;"";"417491"
POSITIVO;"04.938.531/0001-80";"000000"
POSITRONTEC RADIOLOGIA LTDA;"14.986.569/0001-82";"000000"
Postal Saúde;"";"00000"
POSTAL SAÚDE;"";"419133"
POSTAL SAUDE (CORREIOS);"18.275.071/0001-62";"419133"
POSTALSAUDE - DR. CARLOS;"18.275.071/0001-62";"419133"
POUPAMED; 03685367000184 ;"413259"
PR? ODONTO ;?01451680000122 ;"400106"
PR?-LAGOS ;?01202786000192 ;"401412"
PR?-VALE SA?DE ;?65050312000155 ;"356905"
PR?-VIDA ASSIST?NCIA M?DICA ;?68574508000137 ;"327115"
PRACA DA ARVORE;"31437335/0001-03";"000000"
PRË ODONTO;á01451680000122 ;"400106"
PRE- MOLDADOS  PE VERMELHO;;"101010"
PRË-LAGOS;á01202786000192 ;"401412"
PRECAVER SA?DE ;?58976200000164 ;"338371"
PRECAVER SAÚDE; 58976200000164 ;"338371"
PREF PG;"000000000000000000";"000000"
PREF. REGISTRO;;"999999"
PREF.REGISTRO-TE;;"999999"
Prefeitura; 03073235000100 ;"403636"
Prefeitura; 18288191000102 ;"369934"
PREFEITURA DE AGUDOS;"11111111111111";"123456"
PREFEITURA DE CAMPO FLORIDO;;"999999"
Prefeitura de Caraguatatuba;"";"000000"
PREFEITURA DE CONCEICAO DAS ALAGOAS;;"999999"
PREFEITURA DE GUARULHOS;;"000000"
PREFEITURA DE VERISSIMO;"";"989999"
PREFEITURA MUNICIPAL DE CONCHAL;"";"111111"
PREFEITURA MUNICIPAL DE NINHEIRA;"01.612.495/0001-72";"000000"
PREFEITURA MUNICIPAL DE SANTA CRUZ DA CONCEIÇÃO;"";"000000"
PREFEITURA MUNICIPAL DE TAIOBEIRAS;"18.017.384/0001-10";"000000"
PREFEITURA MUNICIPAL DE VALINHOS;;"111111"
PREFEITURA VINHEDO;;"222222"
Prefeituras;"000000000000000000";"00000"
PREMIUM;"";"123456"
PREMIUM SAÚDE;"12682451000135 ";"417823"
PREMIUM SAÚDE EIRELI - ME;"12.682.451/0001-35";"417823"
PREMIUM SAUDE LTDA - ME;"12.682.451/0001-35";"417823"
PRENSAS SCHULER;;"000000"
PRENSAS SHULER;"61.068.342/0001-38";"363138"
PRESDENTAL; 61847604000162 ;"407071"
PRESEG SEGURANCA E MEDICINA DO TRABALHO; 13585451000180;"000000"
PRESEG SEGURANCA E MEDICINA DO TRABALHO;"13.585.451/0001-80";"000000"
PRESM;;"999999"
PREST ODONTO LTDA;"02072276000100 ";"384844"
PRESTAÇÃO DE SERVIÇOS SF;;"000000"
PRESTMO ASSISTÊNCIA MÉDICA LTDA;"72.386.832/0001-07";"111111"
PRESTOMED - 100,00;;"000009"
PRESTOMED - 150,00;;"000009"
PREV MED;;"999999"
Prev Metra Serviços Médicos LTDA;"08.160.728/0001-92";-
PREV ODONTO ASSIST?NCIA ODONTOL?GICA S/C LTDA. ;?02081601000100 ;"335410"
PREV ODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA.;"02081601000100 ";"335410"
PREV SA?DE ASSOCIA??O DE ASSIST?NCIA M?DICA PRIVADA ;?05855775000162 ;"414948"
PREV SA?DE ODONTOLOGIA ;?16482945000127 ;"414557"
PREV SAÚDE ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA;"05855775000162 ";"414948"
PREV SAÚDE CORPORATE;;"414948"
PREV SAÚDE CORPORATE;"05855775000162";"414948"
PREV SAÚDE ODONTOLOGIA;"16482945000127 ";"414557"
PREV SAUDE/ SCANIA;"05.855.775/0001-62";"414948"
PREV SYSTEM;"09550419000191 ";"401609"
PREV-DONT;"03310432000197 ";"410420"
PREV-MED PREVENCAO E ASSISTENCIA MEDICA EIR LEI;;"345678"
PREV-MED PREVENCAO E ASSISTENCIA MEDICA EIR LEI;"";"345678"
PREV-ODONTO; 01954142000150 ;"407984"
PREVCOOP SAÚDE;"08381861000179 ";"416321"
PREVDENT;"01672007000112 ";"333239"
PREVDENTCARD; 02885458000109 ;"407399"
PREVDONTO ODONTO EMPRESA ASSISTÊNCIA ODONTOLÓGICA LTDA.;"34321950000130 ";"357294"
PREVEDONT ASSIST?NCIA ODONTOL?GICA ;?68470640000107 ;"412694"
PREVEDONT ASSISTÊNCIA ODONTOLÓGICA; 68470640000107 ;"412694"
PREVEN MED ;"14.515.302/0001-07";-
PREVENIR - SAÚDE ORAL PROGRAMADA;"03433677000101 ";"417084"
PREVENIR ASSISTENCIAL - PARCERIA;"04.333.253/0001-38";-
PREVENIR SA?DE ORAL PROGRAMADA ;?03433677000101 ;"415561"
PREVENIR SAÚDE ORAL PROGRAMADA; 03433677000101 ;"415561"
PREVENT SENIOR;"00461479000163";"302147"
PREVENT SENIOR;"00461479000163 ";"302147"
Prevent Senior - Particular;"";"00005"
Prevent Senior - Particular;-;-
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;"04234059000103 ";"413267"
PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA; 00461479000163 ;"302147"
PREVER;;"000000"
PREVER;;"123456"
PREVER;"11111111111111111";"000000"
PREVER;"111111111111111111";"000000"
PREVER (M & M Medical Care);"";"000000"
PREVER SERVIÇOS PÓSTUMOS LTDA;"";"000002"
prevetotaal - NÃO ATENDEMOS;;"999999"
PREVETOTAL;"02745286000160 ";"359068"
Previdência;;"999999"
PREVIDÊNCIA - IPREF;"23065111000181";-
PREVIDENCIA - IPREF;"52.373.396/0001-16";"000681"
PREVIDÊNCIA - IPREF;"52.373.396/0001-16";"111111"
PREVIDENCIA GUA;"52.373.396/0001-16";"335410"
PREVIDENT;"56269913000162 ";"374440"
PREVIDENT CLINICA ODONTOLOGICA E PREVENCAO LTDA; 00397660000158 ;"334987"
PREVIDENTALL ODODNTOLOGIA E PREVEN??O LTDA ;?01704258000131 ;"323179"
PREVIDENTALL ODODNTOLOGIA E PREVENÇÃO LTDA; 01704258000131 ;"323179"
PREVIMINAS;;"28"
PREVIMINAS;"20119509000165 ";"378216"
PREVIMINAS SA?DE ;?03903669000181 ;"411817"
PREVIMINAS SAÚDE; 03903669000181 ;"411817"
PREVINA;"03073235000100 ";"403636"
PREVINA; 32638488000173 ;"318027"
Previna Master;;"000000"
Previna Master;"11111111111111111";"000000"
Previna Master;"111111111111111111";"000000"
PREVISUL;"92.751.213/0001-73";"000000"
Previwork Saúde e Segurança do Trabalho LTDA;"08.593.167/0003-87";"000000"
PREVODOCTOR;"02859709000172 ";"412830"
PREVQUALI ADMINISTRADORA DE BENEFÍCIOS;"11165556000154 ";"417459"
PREVSA?DE RN ;?00830382000180 ;"340596"
PREVSAÚDE RN; 00830382000180 ;"340596"
PRIMA SA?DE ;?00803125000150 ;"370258"
PRIMA SA?DE ;?03044932000124 ;"402541"
PRIMA SAÚDE;"00803125000150 ";"370258"
PRIMA SAÚDE;"03044932000124 ";"402541"
PRIMA VIDA;"08787782000162 ";"416525"
PRIME SAUDE;;"360927"
PRIME SAÚDE;"";"005013"
PRIME SAÚDE;"01.003.432/0001-19";"000000"
Primesys Soluções Empresariais S/A;"59335976000168";"320587"
PRIORITY SA?DE ;?07356076000101 ;"415294"
PRIORITY SAÚDE;"07356076000101 ";"415294"
PRISMA;;"999999"
PRISMA SISTEMAS DE SA?DE S/C LTDA. ;?57744757000107 ;"334758"
PRISMA SISTEMAS DE SAÚDE S/C LTDA.; 57744757000107 ;"334758"
Privado;"71.897.229/0001-19";"000000"
PRO CORPORE;"";"000000"
Pro Labore;"02480730/0001-62 ";"000002"
PRO MASTER ODONTOLOGIA VIP;"96511530000173 ";"356956"
PRÓ ODONTO;"01451680000122 ";"400106"
PRO ODONTO CONVENIOS ODONTOLOGICOS;"56468887000100 ";"334057"
PRÓ SOCIAL;"";"000000"
PRO SOCIAL;"";"000006"
PRÓ SOCIAL;"05.446.379/0001-81";"000000"
PRÓ SOCIAL;"05.446.379/0001-81";"999999"
PRÓ- SER (STJ);"";"999999"
PRÓ- SOCIAL (TRF);"";"010203"
PRÓ-LAGOS; 01202786000192 ;"401412"
PRO-SAMI - SAMI; 01907742000168 ;"379271"
PRO-SAUDE;"73565319000138 ";"409634"
PRÓ-SAÚDE (TJDFT);"";"888888"
PRO-SAUDE CARD;"09433795000104 ";"418170"
PRO-SER;"08.488.820/0001-86";"000000"
PRO-SOCIAL;"";"666666"
PRÓ-VALE SAÚDE; 65050312000155 ;"356905"
pró-vida - NÃO ATENDEMOS;;"999999"
PRÓ-VIDA ASSISTÊNCIA MÉDICA; 68574508000137 ;"327115"
PROASA;;"999999"
PROASA PROGRAMA ADVENTISTA DE AUTOGEST?O EM SA?DE ;?02752923000125 ;"310522"
PROASA PROGRAMA ADVENTISTA DE AUTOGESTÃO EM SAÚDE ; 02752923000125 ;"310522"
PROASA PROGRAMA ADVENTISTA DE SAUDE;"02752923000125 ";"310522"
PROCEDIMENTO;;"999999"
PROCLIN - REEMBOLSO;"78.732.542/0001-46";"311677"
PROCLIN ASSIST?NCIA ODONTOL?GICA ;?01856379000107 ;"353019"
PROCLIN ASSISTÊNCIA ODONTOLÓGICA; 01856379000107 ;"353019"
PROCLIN SA?DE ;?78732542000146 ;"311677"
PROCLIN SAÚDE; 78732542000146 ;"311677"
PRODABEL; 18239038000187 ;"338613"
PRODAN;;"999999"
PRODENT; 01785379000155 ;"314641"
PRODENT - ASSIST?NCIA ODONTOL?GICA ;?61590816000107 ;"380041"
PRODENT - ASSISTÊNCIA ODONTOLÓGICA;"61590816000107 ";"380041"
PRODENTAL ASSIST?NCIA ODONTOL?GICA S/C LTDA ;?03012768000173 ;"402915"
